Value,Count,MUKEY,musym,muname,aws0150wta,flodfreqdcd,AREASYMBOL,areaname,farmlndcl,tfact,drainagecl,runoff,cokey,hzdept_r,hzdepb_r,hzname,desgndisc,awc_r,chkey,hydriccriterion
537954,147462.000000000000000,537954,WtC,"Westmoreland silt loam, 8 to 15 percent slopes",17.9300003,None,OH119,"Muskingum County, Ohio",Farmland of local importance,2,Well drained,,24173789,17,39,Bw1,,0.1400000,71849121,
537955,869615.000000000000000,537955,WtD,"Westmoreland silt loam, 15 to 25 percent slopes",17.9300003,None,OH119,"Muskingum County, Ohio",Not prime farmland,2,Well drained,,24174076,17,39,Bw1,,0.1400000,71849690,
537956,617428.000000000000000,537956,WtE,"Westmoreland silt loam, 25 to 35 percent slopes",17.7500000,None,OH119,"Muskingum County, Ohio",Not prime farmland,2,Well drained,,24174073,8,33,Bw1,,0.1200000,71849670,
537957,42641.000000000000000,537957,WuC2,"Westmoreland-Guernsey silt loams, 8 to 15 percent slopes, eroded",19.7299995,None,OH119,"Muskingum County, Ohio",Farmland of local importance,,,,24174042,,,,,,,
537958,490683.000000000000000,537958,WuD2,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes, eroded",19.7299995,None,OH119,"Muskingum County, Ohio",Farmland of local importance,4,Well drained,High,24173895,23,102,H2,,0.1500000,71849314,
537959,445982.000000000000000,537959,WuE2,"Westmoreland-Guernsey silt loams, 25 to 40 percent slopes, eroded",19.7299995,None,OH119,"Muskingum County, Ohio",Not prime farmland,,,,24173900,,,,,,,
537960,21894.000000000000000,537960,WvD,"Westmoreland-Urban land complex, 15 to 35 percent slopes",19.8299999,None,OH119,"Muskingum County, Ohio",Not prime farmland,,,,24173909,,,,,,,
537961,308557.000000000000000,537961,ZnB,"Zanesville silt loam, 3 to 8 percent slopes",19.0599995,None,OH119,"Muskingum County, Ohio",Farmland of local importance,3,Well drained,,24173626,0,8,A,,0.2100000,71848715,
537962,258116.000000000000000,537962,ZmC,"Zanesville silt loam, 8 to 15 percent slopes",19.0599995,None,OH119,"Muskingum County, Ohio",Farmland of local importance,3,Well drained,,24174101,0,8,A,,0.2100000,71849791,
537963,109868.000000000000000,537963,BkB,"Berks channery silt loam, 3 to 8 percent slopes",9.1700001,None,OH019,"Carroll County, Ohio",Farmland of local importance,2,Well drained,,23706448,73,98,R,,,70369080,
537964,255544.000000000000000,537964,BkC,"Berks channery silt loam, 8 to 15 percent slopes",8.8400002,None,OH019,"Carroll County, Ohio",Farmland of local importance,3,Moderately well drained,,23706562,147,172,R,,0.0000000,70369437,
537965,330950.000000000000000,537965,BkD,"Berks shaly silt loam, 15 to 25 percent slopes",4.7199998,None,OH019,"Carroll County, Ohio",Farmland of local importance,3,Well drained,High,23706526,64,69,H4,,,70369366,
537966,467934.000000000000000,537966,BkE,"Berks channery silt loam, 25 to 35 percent slopes",7.8000002,None,OH019,"Carroll County, Ohio",Not prime farmland,2,Well drained,,23706343,79,104,R,,,70368748,
537967,40246.000000000000000,537967,BkF,"Berks channery silt loam, 35 to 70 percent slopes",7.8000002,None,OH019,"Carroll County, Ohio",Not prime farmland,2,Well drained,,23706346,79,104,R,,,70368764,
537970,50521.000000000000000,537970,BrA,"Boyer loam, 0 to 4 percent slopes",11.3599997,None,OH019,"Carroll County, Ohio",All areas are prime farmland,3,Well drained,Very low,23706531,53,152,H3,,0.0300000,70369369,
537971,45106.000000000000000,537971,ChA,"Chili silt loam, 0 to 3 percent slopes",11.3299999,None,OH019,"Carroll County, Ohio",All areas are prime farmland,4,Well drained,Low,23706711,104,203,C,,0.0800000,70369887,
537972,53062.000000000000000,537972,ChB,"Chili silt loam, 3 to 8 percent slopes",11.2700005,None,OH019,"Carroll County, Ohio",All areas are prime farmland,4,Well drained,Medium,23706714,104,203,C,,0.0800000,70369896,
537973,13099.000000000000000,537973,ChC,"Chili silt loam, 8 to 15 percent slopes",11.2700005,None,OH019,"Carroll County, Ohio",Farmland of local importance,4,Well drained,Medium,23706613,104,203,C,,0.0800000,70369610,
537974,186063.000000000000000,537974,CnB,"Coshocton silt loam, 3 to 8 percent slopes",19.7900009,None,OH019,"Carroll County, Ohio",Farmland of local importance,2,Well drained,,23706484,79,104,R,,0.0000000,70369259,
537975,386526.000000000000000,537975,CoB,"Coshocton-Keene silt loams, 3 to 8 percent slopes",21.5100002,None,OH019,"Carroll County, Ohio",Farmland of local importance,5,Moderately well drained,Medium,23706317,152,157,H5,,,70368716,
537976,320511.000000000000000,537976,CuB,"Culleoka silt loam, 3 to 8 percent slopes",13.8400002,None,OH019,"Carroll County, Ohio",All areas are prime farmland,3,Well drained,High,23706322,89,94,H4,,,70368725,
537977,19093.000000000000000,537977,EbB,"Elba silty clay loam, 3 to 8 percent slopes",16.1700001,None,OH019,"Carroll County, Ohio",Farmland of local importance,3,Well drained,,23706373,150,175,R,,,70368877,
537978,40396.000000000000000,537978,EbC2,"Elba silty clay loam, 8 to 15 percent slopes, eroded",15.5900002,None,OH019,"Carroll County, Ohio",Farmland of local importance,4,Well drained,,23706585,122,147,Cr,,,70369540,
537979,27417.000000000000000,537979,EcD2,"Elba-Upshur silty clay loams, 15 to 25 percent slopes, eroded",17.3999996,None,OH019,"Carroll County, Ohio",Not prime farmland,5,Well drained,Very high,23706533,152,157,H4,,,70369373,
537980,15617.000000000000000,537980,Ek,"Elkinsville silt loam, 0 to 3 percent slopes, rarely flooded",22.2600002,Rare,OH019,"Carroll County, Ohio",All areas are prime farmland,5,Poorly drained,,23706619,122,152,H3,,0.2000000,70369642,2
537981,102727.000000000000000,537981,FaD,"Fairpoint channery clay loam, 8 to 25 percent slopes",9.0900002,None,OH019,"Carroll County, Ohio",Not prime farmland,5,Well drained,,23706592,0,3,Oi,,0.0100000,70369564,
537982,23796.000000000000000,537982,FaF,"Fairpoint channery clay loam, 25 to 70 percent slopes",9.0900002,None,OH019,"Carroll County, Ohio",Not prime farmland,5,Well drained,,23706496,0,2,Oi,,0.0100000,70369318,
537983,81209.000000000000000,537983,FcA,"Fitchville silt loam, 0 to 3 percent slopes",30.4500008,None,OH019,"Carroll County, Ohio",Prime farmland if drained,5,Moderately well drained,,23706440,127,203,C,,0.2000000,70369043,
537984,140437.000000000000000,537984,FcB,"Fitchville silt loam, 3 to 8 percent slopes",30.4500008,None,OH019,"Carroll County, Ohio",Farmland of local importance,5,Poorly drained,,23706690,140,152,H3,,0.1400000,70369812,2
537985,220895.000000000000000,537985,GfB,"Glenford silt loam, 3 to 8 percent slopes",30.4500008,None,OH019,"Carroll County, Ohio",All areas are prime farmland,5,Moderately well drained,,23706443,127,203,C,,0.2000000,70369058,
537986,187605.000000000000000,537986,GfC,"Glenford silt loam, 8 to 15 percent slopes",30.4699993,None,OH019,"Carroll County, Ohio",Farmland of local importance,5,Somewhat poorly drained,,23706556,0,25,Ap,,0.2300000,70369404,
537987,38235.000000000000000,537987,GuB,"Guernsey silty clay loam, 3 to 8 percent slopes",19.2000008,None,OH019,"Carroll County, Ohio",Farmland of local importance,5,Moderately well drained,High,23706418,175,180,H5,,,70369002,
537988,57016.000000000000000,537988,GuC2,"Guernsey silty clay loam, 8 to 15 percent slopes, eroded",19.2000008,None,OH019,"Carroll County, Ohio",Farmland of local importance,5,Moderately well drained,High,23706537,175,180,H5,,,70369381,
537989,47644.000000000000000,537989,HeB,"Hazleton loam, 3 to 8 percent slopes",12.8800001,None,OH019,"Carroll County, Ohio",All areas are prime farmland,4,Well drained,Low,23706422,157,163,H4,,,70369009,
537990,163300.000000000000000,537990,HeC,"Hazleton loam, 8 to 15 percent slopes",12.8800001,None,OH019,"Carroll County, Ohio",Farmland of local importance,4,Well drained,Low,23706541,157,163,H4,,,70369386,
537991,89569.000000000000000,537991,HeD,"Hazleton loam, 15 to 25 percent slopes",12.8800001,None,OH019,"Carroll County, Ohio",Not prime farmland,4,Well drained,Medium,23706326,157,163,H4,,,70368726,
537992,129169.000000000000000,537992,HeE,"Hazleton loam, 25 to 40 percent slopes",12.8800001,None,OH019,"Carroll County, Ohio",Not prime farmland,4,Well drained,Medium,23706328,157,163,H4,,,70368733,
537993,52858.000000000000000,537993,Ho,"Holly silt loam, ponded",23.2199993,Frequent,OH019,"Carroll County, Ohio",Farmland of local importance,5,Very poorly drained,Low,23706330,53,152,H3,,0.1300000,70368736,2
537994,3740.000000000000000,537994,JwA,"Jimtown silt loam, 0 to 3 percent slopes",17.2199993,None,OH019,"Carroll County, Ohio",Prime farmland if drained,4,Somewhat poorly drained,Low,23706333,81,152,H4,,0.0700000,70368740,
537995,21333.000000000000000,537995,LbB,"Library Variant silt loam, 3 to 8 percent slopes",26.3099995,None,OH019,"Carroll County, Ohio",Farmland of local importance,5,Somewhat poorly drained,Medium,23706544,152,163,H5,,,70369391,
537996,35182.000000000000000,537996,Lo,"Lorain silty clay loam, silty substratum",24.6900005,None,OH019,"Carroll County, Ohio",Prime farmland if drained,5,Very poorly drained,High,23706425,0,23,H1,,0.1700000,70369010,2
537998,221248.000000000000000,537998,Or,"Orrville silt loam, 0 to 3 percent slopes, occasionally flooded",23.0200005,Occasional,OH019,"Carroll County, Ohio",Prime farmland if drained,5,Well drained,,23706671,0,30,Ap,,0.2100000,70369726,
537999,16746.000000000000000,537999,OsB,"Oshtemo sandy loam, 3 to 8 percent slopes",18.5900002,None,OH019,"Carroll County, Ohio",All areas are prime farmland,3,Well drained,Low,23706648,91,152,H3,,0.0800000,70369684,
538000,11476.000000000000000,538000,OtB,"Oshtemo sandy loam, loamy substratum, 3 to 8 percent slopes",23.6000004,None,OH019,"Carroll County, Ohio",All areas are prime farmland,5,Well drained,Low,23706650,0,20,H1,,0.1400000,70369685,
538001,25432.000000000000000,538001,Pe,"Peoga silt loam, rarely flooded",29.5300007,Rare,OH019,"Carroll County, Ohio",Prime farmland if drained,5,Poorly drained,High,23706653,122,152,H3,,0.2000000,70369690,2
538002,2035.000000000000000,538002,Pg,"Pits, gravel",,,OH019,"Carroll County, Ohio",Not prime farmland,,,,23706657,,,,,,,
538003,28621.000000000000000,538003,RgB,"Rigley sandy loam, 3 to 8 percent slopes",16.3799992,None,OH019,"Carroll County, Ohio",All areas are prime farmland,5,Well drained,,23706367,163,188,R,,,70368835,
538004,283476.000000000000000,538004,RgC,"Rigley sandy loam, 8 to 15 percent slopes",16.3799992,None,OH019,"Carroll County, Ohio",Farmland of local importance,5,Well drained,,23706370,163,188,R,,,70368858,
538005,343826.000000000000000,538005,RgD,"Rigley sandy loam, 15 to 25 percent slopes",16.2399998,None,OH019,"Carroll County, Ohio",Farmland of local importance,3,Well drained,,23706471,112,127,Cr,,,70369199,
538006,129985.000000000000000,538006,RgE,"Rigley sandy loam, 25 to 40 percent slopes",17.7700005,None,OH019,"Carroll County, Ohio",Not prime farmland,5,Well drained,Medium,23706549,15,127,H2,,0.1200000,70369393,
538007,238379.000000000000000,538007,Sb,Sebring silt loam,24.0400009,None,OH019,"Carroll County, Ohio",Prime farmland if drained,5,Poorly drained,Medium,23706427,0,20,H1,,0.2000000,70369013,2
538008,132673.000000000000000,538008,Tg,"Tioga silt loam, occasionally flooded",19.6200008,Occasional,OH019,"Carroll County, Ohio",All areas are prime farmland,3,Well drained,Very low,23706336,64,152,H3,,0.1100000,70368743,
538009,14109.000000000000000,538009,UpC2,"Upshur silty clay loam, 8 to 15 percent slopes, eroded",17.2800007,None,OH019,"Carroll County, Ohio",Farmland of local importance,4,Well drained,Very high,23706339,170,175,H4,,,70368747,
538010,130068.000000000000000,538010,W,Water,,,OH019,"Carroll County, Ohio",Not prime farmland,,,,23706342,,,,,,,
538011,22040.000000000000000,538011,WhB,"Wellston silt loam, 3 to 8 percent slopes",17.5000000,None,OH019,"Carroll County, Ohio",Farmland of local importance,3,Well drained,,23706459,114,139,2R,2,,70369138,
538012,216038.000000000000000,538012,WkC,"Westmoreland silt loam, 8 to 15 percent slopes",17.9300003,None,OH019,"Carroll County, Ohio",Farmland of local importance,3,Well drained,,23706582,112,127,Cr,,,70369525,
538013,112856.000000000000000,538013,WkD,"Westmoreland silt loam, 15 to 25 percent slopes",17.9300003,None,OH019,"Carroll County, Ohio",Not prime farmland,3,Moderately well drained,,23706477,147,172,R,,0.0000000,70369239,
538014,722703.000000000000000,538014,WkE,"Westmoreland silt loam, 25 to 35 percent slopes",17.7500000,None,OH019,"Carroll County, Ohio",Not prime farmland,3,Well drained,,23706468,112,127,Cr,,,70369179,
538015,1547607.000000000000000,538015,WmC,"Westmoreland-Coshocton silt loams, 8 to 15 percent slopes",18.7700005,None,OH019,"Carroll County, Ohio",Farmland of local importance,,,,23706550,,,,,,,
538016,1934975.000000000000000,538016,WmD,"Westmoreland-Coshocton silt loams, 15 to 25 percent slopes",19.3600006,None,OH019,"Carroll County, Ohio",Not prime farmland,5,Well drained,High,23706658,165,170,H4,,,70369694,
561812,96.000000000000000,561812,Lk,"Lindside silt loam, 0 to 3 percent slopes, occasionally flooded",29.8500004,Occasional,OH127,"Perry County, Ohio",All areas are prime farmland,5,Moderately well drained,,24142722,0,20,Ap,,0.2300000,71758766,
561813,2099.000000000000000,561813,Ma,Marengo clay loam,26.5699997,None,OH127,"Perry County, Ohio",Prime farmland if drained,5,Very poorly drained,Negligible,24142510,43,173,H2,,0.1800000,71758247,2
561814,9898.000000000000000,561814,Pa,"Patton silty clay loam, 0 to 2 percent slopes",28.9699993,None,OH127,"Perry County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Medium,24142668,0,25,Ap,,0.1900000,71758679,
562514,578.000000000000000,562514,AoC3,"Amanda silty clay loam, 6 to 12 percent slopes, severely eroded",19.2600002,None,OH127,"Perry County, Ohio",Not prime farmland,4,Well drained,Medium,24142681,61,76,H3,,0.1000000,71758711,
613548,216847.000000000000000,613548,AdD2,"Amanda silt loam, 12 to 18 percent slopes, eroded",25.3999996,None,OH083,"Knox County, Ohio",Not prime farmland,4,Well drained,,23870074,58,140,H3,,0.1600000,70929206,
613549,64242.000000000000000,613549,AdF2,"Amanda silt loam, 18 to 40 percent slopes, eroded",25.3999996,None,OH083,"Knox County, Ohio",Not prime farmland,,Somewhat poorly drained,,23870340,,,,,,,
613550,148882.000000000000000,613550,BnA,"Bennington silt loam, 0 to 2 percent slopes",20.4400005,None,OH083,"Knox County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,High,23870152,25,74,Bt,,0.1500000,70929396,
613551,889077.000000000000000,613551,BnB,"Bennington silt loam, 2 to 6 percent slopes",20.2199993,None,OH083,"Knox County, Ohio",Prime farmland if drained,5,Moderately well drained,High,23870288,20,86,Bt,,0.1500000,70929806,
613552,134525.000000000000000,613552,BoA,"Bogart silt loam, 0 to 2 percent slopes",18.8400002,None,OH083,"Knox County, Ohio",All areas are prime farmland,4,Somewhat poorly drained,,23870343,117,152,H4,,0.0700000,70929969,
613553,285600.000000000000000,613553,BoB,"Bogart silt loam, 2 to 6 percent slopes",18.8299999,None,OH083,"Knox County, Ohio",All areas are prime farmland,,Moderately well drained,,23870345,,,,,,,
613554,21583.000000000000000,613554,BrC,"Brownsville channery silt loam, 6 to 12 percent slopes",12.1599998,None,OH083,"Knox County, Ohio",Not prime farmland,,Somewhat poorly drained,,23870183,,,,,,,
613555,50951.000000000000000,613555,BrD,"Brownsville channery silt loam, 12 to 18 percent slopes",12.3299999,None,OH083,"Knox County, Ohio",Not prime farmland,2,Well drained,,23870165,73,98,R,,,70929462,
613556,239204.000000000000000,613556,BsE,"Brownsville-Westmoreland complex, 18 to 25 percent slopes",14.0100002,None,OH083,"Knox County, Ohio",Not prime farmland,4,Moderately well drained,,23870187,147,152,H4,,,70929501,
613557,265957.000000000000000,613557,BsF,"Brownsville-Westmoreland complex, 25 to 40 percent slopes",14.1000004,None,OH083,"Knox County, Ohio",Not prime farmland,4,Moderately well drained,,23870079,147,152,H4,,,70929215,
613558,46176.000000000000000,613558,BuG,"Brownsville-Rock outcrop complex, 35 to 60 percent slopes",10.9399996,None,OH083,"Knox County, Ohio",Not prime farmland,,Well drained,,23869977,,,,,,,
613559,108061.000000000000000,613559,CaB,"Canfield silt loam, 2 to 6 percent slopes",13.8500004,None,OH083,"Knox County, Ohio",All areas are prime farmland,4,Moderately well drained,,23870281,0,15,Ap,,0.2200000,70929760,
613560,24390.000000000000000,613560,CaC,"Canfield silt loam, 6 to 12 percent slopes",13.8500004,None,OH083,"Knox County, Ohio",Farmland of local importance,4,Moderately well drained,,23870148,0,15,Ap,,0.2200000,70929376,
613561,578764.000000000000000,613561,Cen1B1,"Centerburg silt loam, 2 to 6 percent slopes",21.3700008,None,OH083,"Knox County, Ohio",All areas are prime farmland,5,Poorly drained,Negligible,23870304,25,137,Btg,,0.1200000,70929890,2
613562,229588.000000000000000,613562,Cen1B2,"Centerburg silt loam, 2 to 6 percent slopes, eroded",20.4699993,None,OH083,"Knox County, Ohio",All areas are prime farmland,5,Poorly drained,Negligible,23870308,0,25,Ap,,0.2100000,70929904,2
613563,193739.000000000000000,613563,Cen1C1,"Centerburg silt loam, 6 to 12 percent slopes",21.4099998,None,OH083,"Knox County, Ohio",Farmland of local importance,5,Poorly drained,Negligible,23870055,0,25,Ap,,0.2100000,70929116,2
613564,388395.000000000000000,613564,Cen1C2,"Centerburg silt loam, 6 to 12 percent slopes, eroded",19.9300003,None,OH083,"Knox County, Ohio",Farmland of local importance,5,Somewhat poorly drained,Medium,23870292,74,102,BC,,0.1200000,70929822,
613565,45592.000000000000000,613565,ChB,"Chili gravelly loam, 2 to 6 percent slopes",15.1700001,None,OH083,"Knox County, Ohio",All areas are prime farmland,4,Well drained,Low,23870193,122,152,H4,,0.0500000,70929513,
613566,62318.000000000000000,613566,ChC,"Chili gravelly loam, 6 to 12 percent slopes",15.0500002,None,OH083,"Knox County, Ohio",Farmland of local importance,,Well drained,,23870348,,,,,,,
